book	id	star	time	likenum	body
蔷薇岛屿	Lauren1010	allstar30	2009-07-21	0	还是安妮宝贝一贯的作风，宿命，自由，漂流，行走。
蔷薇岛屿	february-21	allstar50	2009-07-26	0	我要当圣经读！！！
蔷薇岛屿	vane0109	allstar50	2009-07-21	0	关于父亲的那段。我读到把书哭湿。
蔷薇岛屿	judy4046	allstar40	2009-04-05	0	安妮宝贝里面感觉最好的一本
蔷薇岛屿	kangkangmao	allstar40	2009-03-31	0	寂寞的时候就拿出来看看~~心情就会变的很平静。。
蔷薇岛屿	zhujuejin	none	2009-04-06	0	若干年前很喜欢的一本书
蔷薇岛屿	yuanxiaojiu	allstar30	2009-07-15	0	我居然看过安妮宝贝...一直跟人说不看安妮宝贝的...
蔷薇岛屿	2852012	allstar50	2009-07-28	0	这是至今为止我最喜欢的安妮的一本书。有关时光，爱，死亡，记忆，旅途。这本书是她写作一个分水岭。在之前的文字，颓废而执着。之后，逐渐转向更深更漫长的自省，直抵内心。
蔷薇岛屿	4104732	none	2011-02-18	0	几乎总是带着的一本书。
蔷薇岛屿	x_ayakashi	allstar30	2009-08-23	0	喜欢讲小狗的那段。
蔷薇岛屿	3512628	allstar40	2009-06-25	0	旅行时光
蔷薇岛屿	ilsongoku	allstar40	2009-04-26	0	看了好几本他的书，只对这本有印象~
蔷薇岛屿	boboblue	allstar50	2009-05-25	0	很長一段時間 睡前閱讀 內心平和酸楚
蔷薇岛屿	Mmc422	allstar50	2009-08-13	0	还是最喜欢这本...
蔷薇岛屿	4614210	allstar20	2009-07-30	0	没有中心思想，完全不知道要表达什么=。=无病呻吟
蔷薇岛屿	lust	none	2009-04-27	0	淡
蔷薇岛屿	cloudyxiaoxiang	allstar50	2009-09-08	0	不管别人如何批评安妮宝贝，她的这一本小书始终是我的心头爱，好几次出门旅行的时候都带着它。
蔷薇岛屿	nieruiqi	allstar40	2009-02-03	0	读了这本书，开始向往越南
蔷薇岛屿	pansy0906	allstar50	2009-01-11	0	我的安眠枕边书～我最在意的书，在我最孤独的日子里被夕阳熏得泛黄
蔷薇岛屿	LareinaLee	allstar50	2009-03-23	0	一个关于越南的美好画面
蔷薇岛屿	lanes	allstar50	2009-01-03	0	可以反复阅读的文字。有潮湿的南国气息。
蔷薇岛屿	kingofjungleo	allstar40	2008-12-23	0	我当年看到不敢再看她的文字~
蔷薇岛屿	tlovemayday	allstar50	2009-02-02	0	行走
蔷薇岛屿	3323718	none	2009-01-11	0	看到亲情，看到越南的风情
蔷薇岛屿	lunadance	allstar40	2009-02-07	0	她行走，她观看，她记录。她在颠沛流离中书写安宁。
蔷薇岛屿	mysomeday	none	2009-01-21	0	驴子最喜欢的书，我在学活门前的赠书摊上拿到，恩...我也很喜欢
蔷薇岛屿	sasamar	none	2009-01-02	0	莲花以前最喜欢的一本
蔷薇岛屿	qiurachel	allstar40	2009-02-06	0	恩。看到温暖。
蔷薇岛屿	xiaoyu111	allstar30	2009-01-21	0	越南的故事 情人的后调
蔷薇岛屿	aquangel	allstar30	2009-01-13	0	越南
蔷薇岛屿	IrisChueng	allstar50	2009-03-10	0	安妮精神。
蔷薇岛屿	wanyueyan	allstar40	2009-01-15	0	想起来的安妮
蔷薇岛屿	forget08	none	2009-01-10	0	想起来的爱情。今天还读了来着。
蔷薇岛屿	littleoldme	allstar50	2009-03-27	0	适合在路上读的书。
蔷薇岛屿	jy0820	allstar50	2009-01-13	0	爱
蔷薇岛屿	Glank	allstar20	2009-03-28	0	。。。
蔷薇岛屿	Paradox1986	allstar40	2008-11-12	0	在回家的公车上看得大哭
蔷薇岛屿	Isabellae	allstar50	2008-09-24	0	一本平淡交接。
蔷薇岛屿	crystalyu	allstar40	2008-12-20	0	对于一个人旅行的渴望,在那一刻被激活
蔷薇岛屿	2879012	allstar50	2008-09-16	0	是的 我买的第一本安的书
蔷薇岛屿	1903828	none	2008-12-12	0	安妮宝贝 游记
蔷薇岛屿	2511616	allstar50	2008-12-20	0	行走中的文字，喜欢的散文
蔷薇岛屿	sisi0710	allstar50	2008-11-12	0	一直希望自己可以入安妮一般随性，可以走走停停，只要开心就好！
蔷薇岛屿	wananxiandula	allstar40	2008-09-26	0	如果我有这样的勇气 也想能够一人出行 走走看看 然后回到一个温暖的原点 安营扎寨一辈子
蔷薇岛屿	moyujushi	allstar40	2008-12-16	0	这本开始，安妮找到了自己。她所有的表述和看法，都是自己的方式。
蔷薇岛屿	vicious	allstar50	2008-12-06	0	凡旅行就会带在身上的书
蔷薇岛屿	wingala	allstar40	2008-11-14	0	看的时候还小，还蛮喜欢。这算是她还可以点的了。此人写小说烂。
蔷薇岛屿	hupoguidaqiang	allstar40	2008-10-24	0	西贡
蔷薇岛屿	RingS915	allstar50	2008-10-30	0	爱。行走。
蔷薇岛屿	3006536	allstar30	2008-10-04	0	越南的行记,写个父亲的书,平平淡淡的,像一首安静的歌
蔷薇岛屿	forever11	allstar40	2008-12-21	0	穿碎花裙子的女子~
蔷薇岛屿	2245847	allstar50	2008-11-06	0	第一次接触安妮宝贝是缘于这本书，翻开首页是宝贝自己写的序言，关于她的旅程以及谈到了她的父亲。后来每一个小篇幅的文章都有一个一个句号隔开，很喜欢这样简短而又精炼的叙述方式。她写的爱情，感觉像我的爱情，我想喜欢安妮的人大多都觉得像写自己一样。其实我们都是执念的人。第一本总是印象最深刻的，多次翻阅，更是喜爱。
蔷薇岛屿	1880775	allstar40	2008-12-03	0	后来 就读了这一本 素年锦时至今仍丢在床边
蔷薇岛屿	tituio	none	2008-11-29	0	青春期的书
蔷薇岛屿	soloye	allstar40	2008-10-06	0	也许吧，这是我看的第一本安妮宝贝，原因很简单，我喜欢照片，那个时候
蔷薇岛屿	briarlandtulip	none	2008-08-08	0	爱。行走。
蔷薇岛屿	terri1022	allstar50	2008-08-06	0	高三的時候讀這本書。讓我想要徹底地遠走。
蔷薇岛屿	tulippy	allstar50	2008-08-04	0	意像，气味，幻觉，往事……场景和意识交叉开展，展现文体飘忽的镜头变幻感。从容清冷的叙述，美至诡异的语言，深化作品一贯保持的美感和灵性。
蔷薇岛屿	thera	allstar40	2008-07-27	0	2003Summer
蔷薇岛屿	doublejean	allstar50	2008-08-03	0	安静而富有力度
蔷薇岛屿	forevercangbai	allstar40	2008-07-20	0	安妮。蔷薇岛屿。113页。
蔷薇岛屿	deeperinsea	allstar20	2008-07-20	0	。。。。。。垫桌脚。
蔷薇岛屿	2604015	allstar40	2008-08-06	0	安妮作品里个人最喜欢的一本散文。
蔷薇岛屿	feathercat	allstar50	2008-08-22	0	关于行走
蔷薇岛屿	cunsoo96678	none	2008-08-31	0	啊。啊。啊。最爱的一本啊
蔷薇岛屿	jose1234	allstar40	2008-07-01	0	行走印记。和一些不错的文字。还有，看一场上海烟花。
蔷薇岛屿	2565722	none	2008-07-07	0	人生中最爱的一本书
蔷薇岛屿	annasui666	allstar10	2008-07-10	0	小资必读之葵花宝典
蔷薇岛屿	jolintomato	allstar40	2008-08-13	0	我一直把《蔷薇岛屿》看成是安妮宝贝作品的一个转折。她从之前那个写阴暗故事和华丽文字的作者，变成了一个心有感伤但是甘愿平淡接受，开始省视自己的生活，探究生命真谛的女子。
蔷薇岛屿	kistar	allstar50	2008-09-07	0	我最喜欢的安妮的一本书。
蔷薇岛屿	2805096	allstar50	2008-08-12	0	以前，送过朋友一本，因为她也喜欢．．和朋友分享是幸福的事情
蔷薇岛屿	takako	none	2008-06-24	0	最喜欢安妮这本书~
我的路	wangziyicathy	allstar50	2013-09-27	11	高中时看过她的一本书，my way。女孩子的眼睛是空空的，看不到尽头。印象中她的画总是紫色的温柔的，总能带我回到中学时代。
我的路	vale-C	allstar30	2009-09-09	7	画面色彩都不错，但故事实在太单薄。
我的路	donbou11	allstar10	2009-08-18	3	我就是讨厌寂地怎么了？这么弱智的书还有人说好看，丫颜色都粉得一米，错比
我的路	sudouya	none	2012-06-12	2	那时候爱绘本
我的路	ANNA524	allstar10	2013-07-18	2	什么垃圾。
我的路	2971364	allstar10	2010-09-15	2	负分
我的路	46479164	allstar50	2012-05-19	1	寂地和BEN，感动了我很多年....................
我的路	miss_elliott	allstar30	2010-07-27	1	昨天在书店看见这个系列新的绘本，想起我买第一本的时候还是在高中时候，那时候涂鸦王国还没这么轰轰烈烈，口袋音乐也刚出了三期。转眼间几年就过去了。
我的路	trishJunN	allstar30	2009-08-19	2	陪我度过很长的时间。同时让我过于感性的迷恋自己的小情感。
我的路	135209494	allstar20	2016-01-05	2	能不能不要矫情了。。还是喜欢几米。
我的路	little_cupid	allstar30	2008-06-27	1	唉，被豆瓣图书250欺骗，买了这套书，我很想给两星，但我也是个爱画画的女子，怕伤了寂地的心，无论如何，能感觉到她是个简单纯净的女孩，这是她的理想和心血。只可惜我读的时候稍晚了些，十年前看到的话应该会很喜欢，现在实在觉得这些故事太小女生和矫情了些，很适合90后。
我的路	pepper7mint	none	2008-07-28	1	最简单的路。
我的路	McSilence	allstar20	2011-10-06	1	底分一星，色彩加一星。
我的路	abby444	allstar30	2012-04-13	1	再次感慨，已经过了那样的年纪。。。。。
我的路	A-sun	allstar50	2006-12-31	0	寂地
我的路	phoebejk	none	2009-04-23	0	色靓
我的路	qingtongkuihua	allstar10	2012-01-27	1	真初一在图书馆一下午看完，头昏脑胀，后悔莫及。
我的路	xueing	allstar40	2009-04-27	0	安慰剂
我的路	pamella	allstar10	2017-04-19	1	初中小伙伴逼我买的... 有种学几米风格但是失败了的感觉 记得编辑推荐说是治愈？how？
我的路	hamturi	allstar20	2009-12-21	0	曲图借 一教看 http://book.douban.com/review/2880315/
我的路	smily0119	allstar50	2006-09-08	0	干净的温暖的图画，有些寂寞
我的路	Mooomo	allstar50	2009-05-24	0	爱！
我的路	ci_lovecandy	none	2008-02-08	0	最喜欢的画手
我的路	wdf259	none	2006-09-04	0	很漂亮,很有深度的一部作品!
我的路	whale	none	2006-11-03	0	较为散淡。看的出来，色彩感不错，功力还是比较浅。
我的路	mr-potato	allstar50	2008-10-21	0	哟，这本书原来如此流行
我的路	misslaw	allstar50	2010-07-23	0	终于拜读了
我的路	joyceshan	allstar50	2008-09-07	0	第一次看到寂地的画就是这个封面 当天晚上做了很多梦
我的路	saintsun33	allstar50	2008-04-29	0	寂地啊。。。
我的路	geshuyi	allstar50	2010-07-14	0	柔和的光
我的路	pink_water	none	2007-12-11	0	最爱的绘本
我的路	2012057	none	2007-12-21	0	太贵
我的路	bearinskirt	none	2007-08-11	0	寂土豆地的处女作呢
我的路	paean	allstar40	2008-04-22	0	喜欢故事的涵义和金鱼
我的路	yueakou	allstar40	2008-05-26	0	第一本最好看
我的路	only.miss	allstar40	2009-09-19	0	很欣赏
我的路	llll916	allstar50	2007-02-04	0	一个人的行李
我的路	YourAva	allstar50	2009-02-13	0	折断的时光，尘封的希望，那些在艰难中缓慢爬行的梦想，终于因着曾经的光辉再次展现。我想起自己曾经看着这些插画和文字不禁动容时的画面，还是年少。
我的路	5498762	allstar50	2010-01-17	0	一如既往的吸引
我的路	stupid-y	allstar50	2009-12-16	0	太喜欢了……
我的路	azcaban	allstar40	2011-06-09	0	高中的时候吧， 在杂志上看到过。挺喜欢这种风格的
我的路	dogkingcatqueen	allstar50	2011-06-22	0	很美很美。
我的路	guoyiling	allstar50	2009-08-28	0	my way. my way.
我的路	charaxiaomei	allstar40	2014-04-25	0	初中的时候读的，感觉有点寂寞又有点温暖。
我的路	franklintTNHWJ	allstar50	2008-02-13	0	我的路系列最好的一本.沒有多餘的東西
我的路	fishxun	allstar50	2007-01-23	0	寂地的画很棒,绘本故事也很棒.
我的路	viling	allstar40	2012-02-11	0	愿时间，赋予我们智慧和勇气，在这条道路上，一直走下去。如今看来这一册的故事的确太过单薄和刻意，但它也同样是最初启程的标志。
我的路	1447849	allstar40	2009-12-21	0	你比我还寂寞
我的路	sunlessmi	allstar50	2010-07-01	0	刚刚开始觉得美丽得很，
我的路	EB	allstar40	2011-02-21	0	黑色礼帽，鲜艳红心，穿行在魔幻般的粉色世界，冷眼旁观爱的多变与误解。
我的路	MIngh	allstar50	2010-11-06	0	终其一生 我们都在寻找幸福的路。
我的路	maoyan	allstar50	2008-02-16	0	假期的最后两天。
我的路	bluejuju	none	2006-04-28	0	漂亮的颜色 温馨的故事
我的路	chenchensx	allstar40	2014-07-11	0	路，也许遥远，也许曲折，但当心里默念着“要坚强”时，就能勇敢起来。 因为灯塔，一定在我们的南方，温和的散发着光芒，安详的等待。一起，走吧。
我的路	cain6699	allstar30	2009-08-12	0	留下您对这本书的简短评论吧
我的路	kakaii321	allstar50	2009-01-24	0	最喜欢这一本
我的路	bewarm	allstar40	2010-03-28	0	那个陪我画的姑娘  不见了
我的路	younor	allstar50	2008-05-18	0	积蓄力量的作品是跟后续不一样的
我的路	viking0316	allstar50	2009-03-24	0	把他献给每一个寻找爱的人~
我的路	murongheruo	allstar50	2007-09-12	0	心灵海洋里的一小段蓝绿色日光
我的路	yazawayaya	allstar50	2009-07-13	0	大学时读到的一本好绘本图画和文字都很暖
我的路	1615954	allstar40	2010-01-25	0	3.7－－－1。畫風很舒服。
我的路	54831320	allstar50	2012-10-16	0	也是初中看得，从《糖果》喜欢上寂地的画风，很安静，带点忧郁。但随着越来越多人喜欢她也就渐渐没感觉了。
我的路	Lucciola	allstar50	2008-08-17	0	一条路
我的路	CissyHsia	allstar50	2008-09-20	0	有所触动
我的路	annusmirabilis	allstar30	2011-04-13	0	尚可，沒有看下去的動力。
我的路	wong2	none	2010-01-14	0	.
我的路	IceBlue1988826	allstar50	2011-03-25	0	小橘子推荐过的
我的路	geek-q	allstar40	2009-05-14	0	文字和色彩太棒了
我的路	montgolfier	none	2006-01-22	0	2006.01.22午
我的路	cici0617	allstar50	2009-09-03	0	错过
我的路	taoyuanjie	allstar50	2007-12-03	0	只买了这本
我的路	1793748	allstar50	2013-01-03	0	中学的时候，这套书是曾经多么温柔的抚慰人的心啊。
我的路	dawdle	allstar50	2009-06-13	0	烟火的故事很悲伤。
我的路	an-zi-han	allstar40	2008-08-02	0	寂地的文字确实有着疗伤的作用，缝补着青春的小伤口
我的路	manill	allstar50	2009-07-28	0	那时初见被你感动
我的路	pingdiwugua	allstar50	2008-04-12	0	当初的温暖与感动
我的路	shuqianshu	allstar40	2012-01-10	0	第一次讀寂地，還是初中，除了大片色塊堆疊的傷感與孤寂，什麽都不記得了。再讀，原來還是溫暖的。
我的路	weichan	allstar40	2008-02-19	0	喜欢他纯净的笔触
我的路	wanwan2289	allstar30	2008-03-09	0	第一次看的时候心境刚好对上
我的路	cello104	none	2007-10-05	0	最美好的童话。
我的路	jinandtoma	allstar40	2008-10-03	0	会带给你温暖的一本画册.
我的路	happybiran	allstar40	2007-08-22	0	很清新，但比起后面的略显青涩。毕竟故事已经无法吸引我。。
我的路	straybird726	allstar50	2011-06-08	0	从画风的角度说 上学时一直觉得在大学图书馆的书架上除了几米的漫画再加上这个就没有发现值得一看的漫画了……不过北林图书馆里的漫画本来就不多
我的路	catherine_koo	allstar40	2008-06-07	0	就是有点小矫情，总体算绘本很好的
我的路	rudyforever	allstar40	2006-05-09	0	有趣
我的路	chypre	allstar40	2012-06-07	0	人物和風格很有特色，情緒細膩。
我的路	jiarencaotian	allstar30	2008-10-13	0	女孩子的成長系列
我的路	fastat	allstar40	2009-12-05	0	冷静的看着你们。
我的路	summerbetweenus	allstar50	2008-04-21	0	从这本书里明白了很多
我的路	mayday_anne	allstar20	2011-11-12	0	绘画和心情文字都不是我喜欢的格调。还赶不上阿狸说的话让人窝心。还有这装帧。。盗版的吧。。太次了
我的路	siva4	allstar30	2009-05-01	0	同上.
我的路	Q939427456	allstar50	2011-08-10	0	但总觉得缺少些能让我很长时间都记得的东西
我的路	kikiko9	allstar40	2011-10-09	0	图很萌
我的路	ch2o	allstar50	2008-03-10	0	灯塔
我的路	53031103	allstar50	2012-01-15	0	你知道吗，它为了你，舍弃了本该绚丽的外表，披着尖锐的铠甲，躲在这世界的角落，小心地隐藏着自己的光芒，要在迟钝的你到来之前，不被别人发现。等待着，唯一的你。”
我的路	zhaoyajing	allstar50	2007-09-27	0	仙人掌
我的路	Cutebabyblue	allstar40	2007-05-03	0	朦胧的夜色下
我的路	piggll	allstar50	2007-04-30	0	成都人
我的路	river712	allstar40	2008-11-28	0	很舒服。
我的路	1097869	allstar40	2006-09-17	0	没有眼神
我的路	mingwei	none	2008-03-04	0	C
我的路	Xiaoyushan	allstar50	2009-06-03	0	温暖浓厚
我的路	threeyears	allstar50	2007-09-06	0	真的影响过我
我的路	lunachiu	allstar40	2011-03-19	0	http://book.douban.com/review/4864928/
我的路	guaicc	none	2009-12-08	0	我的路
我的路	lwj87121	allstar40	2008-12-22	0	少年时·总会有些奶油色的记忆
我的路	trock	allstar40	2007-05-20	0	荣获第一届金龙奖最佳绘本漫画奖，脱颖而出的新人——寂地，独家奉献《星之魔术师》、《灯塔》、《鱼》、《烟火》等系列短篇，此外，附有部分心情文字及精选插图，带你遨游清澈纯净的心灵王国，体会寻找幸福的滋味。
我的路	56447823	allstar40	2012-02-01	0	恋人之间有着最难懂的语言  高一的某个周末看的，教室只有我一个人。
我的路	iCyber	allstar30	2012-09-03	0	画风分镜都不错，故事有点低龄，诠释文本可直接略过
我的路	cathy0118	none	2008-06-08	0	新蕾···
我的路	crazychao	allstar40	2007-02-20	0	我的路
我的路	songxo	none	2010-10-05	0	居然是Benjamin作的序。
我的路	Cincky.XiN	allstar40	2012-03-24	0	狂恋新蕾的当年
我的路	dm44	allstar50	2008-04-10	0	浓浓忧伤，忽然有了共鸣，my way最有分量的一部
我的路	ashuiailimao	allstar30	2008-05-30	0	犹惹人怜的画风，但是有透露出坚强
我的路	muzhizhanglang	allstar40	2012-10-26	0	领悟。
我的路	smoke_	allstar50	2010-08-25	0	我想让你看的书。 你能看到我说的话么？
我的路	taoyao00	allstar50	2011-08-18	0	寂地我的爱~
我的路	aloysa	allstar30	2007-10-03	0	颜色实在是不好看
我的路	leilei	allstar50	2009-11-12	0	我挚爱的绘本
我的路	eningma	allstar40	2012-07-24	0	此生最大的事，无非是寻找幸福的路。
我的路	plum77	none	2008-03-12	0	一个人旅行
我的路	hyla-hosi	none	2015-10-10	0	初中还是高中………
我的路	shangxiazhou	none	2008-05-21	0	喜欢
我的路	1242367	none	2006-10-26	0	画很美,但故事还欠点
我的路	2384837	allstar40	2009-08-09	0	喜欢这种画风
我的路	xzhEaster	allstar40	2010-03-20	0	既不童话也不世故……
我的路	jenniferz	allstar50	2009-09-29	0	高中时后座男生的淡淡回忆。
我的路	zhufengxin	allstar30	2010-03-14	0	66给我看的
我的路	lililalilila	allstar40	2011-10-29	0	你知道吗，它为了你...... 舍弃了本该绚丽的外表， 披着尖锐的铠甲， 躲在这世界的角落， 小心地隐藏着自己的光芒， 要在迟钝的你到来之前， 不被别人发现。 等待着， 唯一的你。
我的路	tapir_yi	allstar50	2008-08-28	0	自己读的寂地的第一本书，看过的第一本绘本很喜欢！
我的路	Ricobravesheep	allstar40	2009-08-30	0	。。。。
我的路	40443206	allstar40	2012-02-29	0	23日。
我的路	46229373	allstar30	2010-10-26	0	画得不错
我的路	KY_KY	none	2008-04-15	0	第一次就爱上的绘本故事
我的路	Uranus_Qiang	allstar50	2010-02-21	0	初中看很震撼 那时候这种画风的貌似只有她
我的路	happyness99	allstar40	2011-05-23	0	最喜欢他这本
我的路	mumaer	none	2009-02-06	0	很喜欢她的画
我的路	absolutmilk	allstar50	2009-09-16	0	颜色启蒙
我的路	jinseS	allstar40	2010-01-03	0	属于寂地的世界，或许你能找到你自己或是某个方向。
我的路	jingle0702	allstar50	2008-12-15	0	温暖...感动...
我的路	jiojiovi	none	2008-08-18	0	温暖的寂地~
我的路	lilisher	allstar50	2010-04-03	0	星之魔术师
我的路	Alaleio	none	2006-09-15	0	淡淡的忧伤，淡淡的感动
我的路	1674375	none	2008-04-30	0	没有买，因为在STORY100上有连载（我穷OTL），我喜欢那小孩～～（虽然第一本里还没出场）
我的路	on-my-way	allstar30	2011-02-21	0	在绘本还不泛滥的时代，曾经很爱。
我的路	zhuth	none	2011-01-05	0	|225
我的路	purple4747	none	2006-10-02	0	一直在找寻我们的路。
我的路	ecojuz	allstar30	2011-01-07	0	画风一贯，故事太烂
我的路	amoric_sang	allstar50	2009-07-12	0	刘黎刘黎~
我的路	rita-h	allstar30	2008-12-15	0	寂小地同学
我的路	12550197	allstar50	2010-07-02	0	还记得萱萱借我看这本书的那个夏天，这样的画风很容易让人安静下来，就这么开心的思考着一些有的没的，高二的日子，真的就是那么无忧无虑
我的路	annawyw	none	2012-11-15	0	初中看过。。。。。
我的路	neverecho	allstar40	2016-01-18	1	标记下以前的
我的路	Pre_Asura	allstar40	2011-06-02	0	My Way老实说还是1最好。故事简短但动人，带着一股沉静的天真。文字部分也显得更为周正、轻巧。这一套书是我很喜欢的为数不多拥有的绘本。
我的路	qiue-	allstar50	2011-11-25	0	我比较喜欢寂地的小故事。
我的路	KAGEHATSU_	none	2012-06-25	0	_(:з」∠)_看完，但是不太喜欢
我的路	jiushiguang	allstar50	2012-04-11	0	温暖的文字和图画，寂地的绘本总能直抵人内心最温暖的部分。希望有一天也像绘本里戴着帽子的男孩那样，行走在路上，遇到一些人，听到一些故事，或许沉默，或许给一些安慰，或许看到自己的影子。My Way。My Dream。
我的路	xiaoyuqiuqiu	allstar30	2012-05-17	0	画风很喜欢，故事觉得还好~
我的路	purelucky	none	2010-08-24	0	黑色瞳仁戴礼帽的小人儿
我的路	liquncat	allstar50	2011-02-16	0	她送的书
我的路	encyclopedia	allstar40	2012-05-11	0	“你只记得她爱星星，却忘记了她爱你。没有了你，星空在美，也只是她的眼泪而已。”
我的路	2444167	allstar50	2013-10-15	0	每个人终其一生都在寻找幸福的路
我的路	Yan323	allstar50	2010-02-21	0	我爱她
我的路	morococo	allstar40	2010-05-14	0	第一本
我的路	zturnlynn	none	2011-02-22	0	【2011年2月22日】
我的路	43517308	none	2011-07-28	0	是温暖的，陪伴我走过了青春岁月，解答了很多不甘和疑惑。
我的路	limiaosi	allstar50	2011-11-22	0	我们终其一生，都在寻找幸福的路。
我的路	Vinssue	allstar40	2010-04-30	0	里面那些文字
我的路	lbb0712	none	2010-04-11	0	曾经的朋友送做的生日礼物。让我懂得了很多。
我的路	hanaray	allstar50	2010-07-12	0	曾经她的画一度给了我们很多温暖
我的路	15263776	allstar40	2011-09-22	0	初中。
我的路	nbninistar	allstar40	2013-03-07	0	80页的故事
我的路	fattyme	allstar50	2010-02-02	0	治愈系 很好 文字很棒 色彩也很棒
我的路	3558749	allstar40	2010-06-17	0	还行,但是也没有评论吹得那么深刻...故事还是矫情了些.
我的路	GeysirYoung	allstar30	2011-12-17	0	这套书应该献给某段青涩时光
我的路	Turn-right	allstar50	2013-09-19	0	人生哲理
我的路	ailiilia	allstar30	2011-05-15	0	我脚的一般般
我的路	santiaolalala	allstar50	2011-05-16	0	水彩很柔软的感觉。巨蟹女啦啦啦～
我的路	G.Arashi	allstar50	2011-07-11	0	支持國產。雖說畫風和分鏡都實在是太文藝了一點，但無可否認還是非常動人的。
我的路	3723627	allstar50	2011-11-26	0	那时候　追连载　第一本单行本。
我的路	eiffel009	allstar40	2012-03-28	0	我只想说，寂地不仅是画家还是作家呢
我的路	preservative	allstar50	2011-06-30	0	当年一套五本一块提回家的==
我的路	msghost	allstar40	2012-06-27	0	初中时候开始看的。单纯喜欢画风而已。
我的路	CPX000	allstar50	2012-03-04	0	以前那个忧郁的小孩子。
我的路	zhugexiaobi	none	2010-03-13	0	我做主
我的路	kivizn	allstar20	2010-04-03	0	少女读物
我的路	xiaoer7yvouune	allstar50	2010-04-26	0	童话不一定是圆满的，不圆满也不一定就不温暖。世间爱的形式和故事有千千万万种，或遗憾，或幸福，或失望。寂地的绘图是温暖的，爱不一定永久拥有，永久拥有的也不一定就是爱。
我的路	FTY364002361	allstar50	2013-01-05	0	青春年少时这本书一直陪伴我
我的路	muumuu	none	2010-08-04	0	月月，当初是你买的吧
我的路	kakachenyan	allstar30	2011-07-23	0	我的初中啊。若是自由终于没买。
我的路	3234503	allstar50	2010-05-19	0	我觉得安东尼第二本书模仿寂地
我的路	bc334	allstar40	2010-10-12	0	那时我多年轻，生活多么清新。
我的路	maoniannian	allstar50	2012-03-17	0	有时候平淡得来不及察觉，就已经悄然离开。
我的路	mei0712	none	2012-02-03	0	嗯。
我的路	jill426	allstar50	2011-02-27	0	令人感到温暖的绘本
我的路	ren_ran	none	2012-01-24	0	美的深入人心
我的路	furukawa	allstar40	2011-03-23	0	感谢熊仔友情赠书o(*≧▽≦)ツ 我想我是那个飞行员
我的路	duoduo524	none	2012-02-01	0	《烟火》
我的路	niannnnn	allstar30	2010-08-24	0	虽然画风挺喜欢的~可是故事也太不好玩~
我的路	yihuiw	allstar50	2014-03-13	0	好久没看到那么可爱治愈的绘本了。
我的路	jenny320	allstar50	2011-04-08	0	经典
我的路	a329444804	allstar30	2010-09-02	0	（哈你。
我的路	Scar59	allstar40	2011-01-02	0	我拥有的绘本.
我的路	dooooooora	allstar50	2013-04-21	0	仙人掌的花儿
我的路	58176656	allstar30	2016-02-03	0	一直对寂地风格无感
我的路	momo_11	allstar40	2012-03-05	0	颜色太温暖勒。
我的路	HUNTERXHUNTER	allstar50	2013-01-27	0	看前两本的时候还是中学。后面就不好看了。
我的路	memokun	allstar40	2011-04-06	0	【8】
我的路	shaw0629	allstar30	2011-03-20	0	成年后就不当看了
我的路	Fears_N_Hopes	allstar50	2010-10-28	0	我记得我相当小女生过
我的路	liar3	allstar50	2010-02-04	0	有些稚嫩 可是很温暖
我的路	luke89	allstar50	2012-08-15	0	曾经美好又凄凉的回忆
我的路	50227561	none	2011-06-19	0	不好看
我的路	lesleyxu	allstar40	2013-02-06	0	想当年买了全套呢，搬家搬得都不知去哪了
我的路	unicornsweety	none	2010-09-25	0	细细的 胳膊腿儿
我的路	wanruoyanhua	allstar50	2010-04-14	0	诡异却引人入胜的画面，以及简单却让人深深感动的对白。
我的路	akatsu	allstar30	2012-07-26	0	给少儿看的，文字没什么新意，大概蛋疼的初中生就可以写出来
我的路	zhijiao	allstar40	2010-12-06	0	故事比不上几米，想说幸福，却有些故弄玄虚
我的路	70182370	allstar50	2013-05-04	0	就喜欢这个色调而已……XD
我的路	presentk	allstar50	2010-01-31	0	我以前一直觉得这个人的着色有一点Benjamin的风格。后来知道原来是他的fan
我的路	susu1934	allstar40	2010-12-05	0	夜里独自启程  亲吻 安睡的晨雾
我的路	HMWR	allstar50	2011-12-23	0	高中时候
我的路	dianboxibinv	allstar50	2012-05-06	0	最喜欢的绘本
我的路	Telianne	allstar40	2011-07-14	0	画风还不错，但是故事内容还是稍显浅薄。
我的路	mindy0927	allstar50	2010-06-09	0	看到了 我的 你的 他的 和 她的 故事
我的路	jennifer_725	allstar50	2012-03-24	0	我们终其一生，都在寻找幸福的路
我的路	ccior	allstar40	2010-10-02	0	2008.
我的路	submerged	allstar50	2011-05-23	0	听着再见二丁目 看哭了
我的路	jadexuan	allstar40	2012-07-24	0	安静的路。。。安静的走。。。
我的路	rhinocero	allstar40	2011-12-20	0	头一回看到这个画风完全被惊艳到了
我的路	Philosophische	allstar50	2012-08-08	0	喜欢《飞行员》那篇：我生来就是为了飞翔。
我的路	Snooppy	allstar50	2010-04-26	0	很纯的水彩风格
我的路	yangqiyualice	allstar50	2011-07-20	0	颜色好漂亮。
我的路	alice_s_233	allstar50	2010-02-24	0	要说什么来赞美呢……
我的路	huanniaobu	none	2014-06-15	0	小時候自認為自己特清幽 都回答自己喜歡的插畫是寂地跟年年哈哈哈哈
我的路	QQ40042457	allstar40	2011-11-02	0	果然看多了就腻了。。。。。
